Keyword,Difficulty,"Search vol.","Search intent","SERP features",CPC,Competition
"best places to visit in sri lanka in november",11,10,I,"Video, People also ask, Bottom Ads, Find results on, AI Overview, Related searches, Sites",0,0
"top 3 places to visit in sri lanka",0,10,,,0,0
"important places to visit in sri lanka",24,10,I,"People also ask, Related searches, Image, Sites",0.39,0.5
"places to visit in dambulla sri lanka",6,10,I,"Reviews, People also ask, Related searches, Image, Sites",0,0
"best time to visit sri lanka in june",0,10,,,0,0
"sri lanka best country to visit",0,10,,,0,0
"sri lanka tea plantation visit",0,10,,,0,0
"places to visit in sri lanka in 3 days",14,10,I,"Video, People also ask, Bottom Ads, Find results on, AI Overview, Related searches",0,0
"places to visit in sri lanka for honeymoon",18,10,I,"Reviews, Video, People also ask, Bottom Ads, Destinations, AI Overview, Related searches",0,0
"best time to visit sri lanka for honeymoon",0,10,,,0,0
"why do tourists visit sri lanka",0,10,,,0,0
"trincomalee visiting places sri lanka",0,10,,,0,0
"top 20 places to visit in sri lanka",0,10,,,0,0.01
"sri lanka good place to visit",12,10,I,"Reviews, Video, People also ask, Destinations, AI Overview, Related searches, Middle Ads",0.72,0.51
"sri lanka tourist places to visit",0,10,,,0,0
"best time to visit sri lanka west coast",0,10,,,0,0
"best time to visit west coast of sri lanka",0,10,,,0,0
"which is the best place to visit in sri lanka",0,10,,,0,0
"best time to visit yala national park sri lanka",0,10,,,0,0
"visit north sri lanka",0,10,,,0,0
"places to visit in sri lanka in 7 days",0,10,,,0,0
"nice places to visit in sri lanka",12,10,I,"Video, People also ask, Bottom Ads, Destinations, AI Overview, Related searches, Middle Ads",0,0.33
"vaccination for sri lanka visit",0,10,,,0,0
"time of year to visit sri lanka",0,10,,,0,0
"ella sri lanka places to visit",6,10,I,"Video, People also ask, Find results on",0,0
"visiting sri lanka from india",0,10,,,0,0
"pope francis visit to sri lanka",0,10,,,0,0
"sri lanka visiting",40,10,I,"Reviews, Video, People also ask, Images, Find results on, Destinations, Related searches",1.04,0.51
"why you should visit sri lanka",0,10,,,0,0
"visit sri lanka september",0,10,,,2.73,0
"place to visit in sri lanka",18,10,I,"Reviews, Video, People also ask, Top Ads, Bottom Ads, Find results on, Destinations, AI Overview, Related searches",0.62,0.48
"sri lanka home visit massage",0,10,,,0,0
"when to visit sri lanka",12,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0.21,0.19
"weather sri lanka best time to visit",0,10,,,0,0
"best time to visit sri lanka 2017",0,10,,,0,0
"places to visit in sri lanka in september",14,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Image",0,0.71
"sri lanka time of year to visit",0,10,,,0,0
"best places to visit in sri lanka tripadvisor",0,10,,,0,0
"visit visa extension sri lanka",0,10,,,0,0
"ireland visit visa from sri lanka",0,10,,,0,0
"best time to visit trincomalee sri lanka",0,10,,,0,0
"pope visits sri lanka",0,10,,,0,0
"best places to visit sri lanka in june",0,10,,,3.22,0
"best time to visit south india and sri lanka",0,10,,,0,0
"places to visit near sri lanka",0,10,,,0,0
"places to visit in sri lanka in 5 days",11,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Image, Sites, Middle Ads",0,0
"sri lanka visit visa fee for pakistani",0,10,,,0,0
"sri lanka places to visit map",0,10,,,0,0
"best way to visit sri lanka",0,10,,,5.58,0
"visit sri lanka in july",0,10,,,2.96,0
"papal visit sri lanka",0,10,,,0,0
"most beautiful places in sri lanka to visit",14,10,I,"Reviews, People also ask, Bottom Ads, Related searches, Image, Sites",0,0
"top 10 tourist places to visit in sri lanka",0,10,,,0,0
"holiday visit sri lanka",0,10,,,0,0
"best tea factory to visit in sri lanka",0,10,,,0,0
"imran khan visit sri lanka",0,10,I,,0,0
"places to visit in sri lanka in february",11,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Image, Middle Ads",0,0
"pope visit sri lanka 2015",0,10,,,0,0
"do malaysian need visa to visit sri lanka",0,10,,,0,0
"when is the best time to visit colombo sri lanka",0,10,,,5.62,0
"visiting lecturer jobs in sri lanka",0,10,,,0,0
"visit visa to sri lanka from india",0,10,,,0,0
"visit east sri lanka",0,10,,,0,0
"best time to visit sri lanka tourism",0,10,,,0,0
"is passport required to visit sri lanka from india",0,10,,,0,0
"how is sri lanka to visit",0,10,,,0,0.01
"places to visit at sri lanka",18,10,I,"Video, People also ask, Bottom Ads, Destinations, AI Overview, Related searches, Image",0.62,0.48
"american visit visa from sri lanka",0,10,,,0,0
"nice places in sri lanka to visit",0,10,,,0.67,0
"visit sri lanka video",11,10,I,"Reviews, Related searches",0,0.07
"best places to visit in sri lanka blog",0,10,,,0,0
"best places to visit in sri lanka in april",0,10,,,0,0
"best part of sri lanka to visit in july",0,10,,,0.55,0.41
"sri lanka important places to visit",0,10,,,1.28,0
"best places to visit in trincomalee sri lanka",5,10,I,"Reviews, Video, People also ask, Bottom Ads, Find results on, Related searches",0,0.71
"visit to sri lanka visa requirements",0,10,,,0,0
"places to visit in eastern province sri lanka",0,10,,,0,0
"sri lanka beautiful places to visit",0,10,,,0,0
"sri lanka best period to visit",0,10,,,0,0
"visiting sri lanka visa requirements",0,10,,,0,0
"sri lanka best time to visit weather",0,10,,,1.9,0
"best places to visit in sri lanka in october",0,10,,,0,0
"tips for visiting sri lanka",26,10,I,"Reviews, Video, Bottom Ads, Find results on, Related searches",0,0.36
"canada visit visa sri lanka",0,10,,,0,0
"visit sri lanka november",0,10,,,4.15,0
"place to visit sri lanka",17,10,I,"Reviews, Video, People also ask, Bottom Ads, Destinations, AI Overview, Related searches",0.61,0.45
"best time to visit sri lanka september",0,10,,,0,0
"sites to visit in sri lanka",18,10,I,"Reviews, Video, People also ask, Top Ads, Bottom Ads, Find results on, AI Overview, Related searches",0.62,0.48
"visit visa to singapore from sri lanka",0,10,,,0,0
"colombo sri lanka visit",0,10,,,0,0
"places to visit around colombo sri lanka",13,10,I,"Reviews, People also ask, Related searches, Image, Sites",0,0
"best time to visit sri lanka maldives",0,10,,,0,0
"places to visit in sigiriya sri lanka",0,10,,,0,0
"sri lanka visit visa for indian",0,10,,,0,0
"places to visit in batticaloa sri lanka",0,10,,,0,0
"places to visit in sri lanka related to ramayana",0,10,,,0,0
"buddha visit sri lanka",0,10,,,0,0
"when is best to visit sri lanka",12,10,I,"Reviews, Video, People also ask, Bottom Ads, Find results on, AI Overview, Related searches, Sites",0.31,0.34
"places to visit in sri lanka tourism",0,10,,,0,0
"tourist places to visit in sri lanka",0,10,,,0,0
"places to visit in east coast of sri lanka",0,10,,,0,0
"visiting card printing sri lanka",0,10,,,0,0.01
"visiting sri lanka vaccinations",0,10,,,0,0
"fun places to visit in sri lanka",0,10,,,0,0
"sri lanka cities to visit",0,10,,,0.61,0.44
"visit jaffna sri lanka",0,10,,,0,0
"best time to visit galle sri lanka",0,10,,,0,0
"home visit spa sri lanka",6,10,"L, C","Local pack, Reviews, Video, People also ask, Related searches",0,0
"places to visit in hill country sri lanka",0,10,,,0,0
"best places to visit in sri lanka in may",14,10,I,"Reviews, Video, People also ask, Bottom Ads, Find results on, AI Overview, Related searches, Sites, Middle Ads",0,0.37
"visit visa to philippines from sri lanka",0,10,,,0,0
"visiting colombo sri lanka",0,10,,,0,0
"visiting sri lanka in january",0,10,,,0,0
"visit sri lanka tourism",0,10,,,0,0
"best places to visit in sri lanka for honeymoon",18,10,I,"Video, People also ask, Bottom Ads, Find results on, AI Overview, Related searches",0,0
"places to visit in sri lanka in june",0,10,,,0,0
"home visit massage therapist in sri lanka",0,10,,,0,0
"best places to visit in sri lanka in june",0,10,,,0.79,0
"pope to visit sri lanka",0,10,,,0,0
"visit visa to abu dhabi from sri lanka",0,10,,,0,0
"sri lanka visit visa online",0,10,,,0.48,0.71
"visit sri lanka 2015",0,10,,,0,0
"visiting sri lanka",34,10,I,"Video, People also ask, Images, AI Overview, Related searches",1.04,0.51
"doctor home visit sri lanka",3,10,"L, C","Local pack, Reviews, FAQ, Related searches, Image",0,0
"places to visit in chilaw sri lanka",0,10,,,0,0
"how much time to visit sri lanka",0,10,,,0,0
"when is best time to visit sri lanka",12,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0.31,0.34
"holiday places to visit in sri lanka",29,10,I,"People also ask, Images, Destinations, Related searches, Image, Sites",0,0
"sri lanka best time to visit",12,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Image",0.46,0.22
"what are the best places to visit in sri lanka",12,10,I,"Reviews, Video, People also ask, Bottom Ads, Destinations, AI Overview, Related searches, Image, Middle Ads",0.91,0.6
"top 10 places visit sri lanka",0,10,,,0,0
"weather in sri lanka best time to visit",0,10,,,0.07,0.28
